record_id,city,state,zone_type,date,year,month,day_of_week,season,population,aqi,pm2_5,pm10,no2,so2,co,o3,nh3,temperature_c,humidity_pct,wind_speed_kmh,rainfall_mm,num_vehicles,num_industries,green_cover_pct,monitoring_stations,hospital_admissions,respiratory_cases,cardiovascular_cases,aqi_category,health_risk_score,data_source,data_quality_flag
2218,Varanasi,Uttar Pradesh,Tourist,2023-03-30,2023,3,Thursday,Summer,1198491,150.1,49.58,92.82,59.05,59.38,11.81,32.27,20.84,17.4,57.0,3.5,6.9,279033,2227,26.9,13,50,27,9,,,State PCB,Manual Entry
2219,Amritsar,Punjab,Tourist,2022-07-28,2022,7,Thursday,Monsoon,1132761,105.7,35.6,56.31,21.16,55.72,10.54,88.05,34.99,31.0,65.7,4.4,6.7,214146,718,37.5,17,31,19,7,,,CPCB,Manual Entry
2220,Varanasi,Uttar Pradesh,Tourist,2023-05-02,2023,5,Tuesday,Summer,1198491,672.0,44.95,51.45,82.15,72.42,14.68,44.55,25.53,29.2,66.9,11.5,8.2,325551,1071,6.0,18,81,50,18,,,Satellite,Auto
2221,Jaipur,Rajasthan,Tourist,2022-07-17,2022,7,Sunday,Monsoon,3046163,68.8,27.46,39.32,33.04,29.73,10.68,70.2,44.02,31.5,34.4,3.9,0,774284,4382,12.0,17,103,41,27,,,State PCB,Verified
2222,Amritsar,Punjab,Tourist,2023-06-20,2023,6,Tuesday,Monsoon,1132761,62.2,30.73,55.36,49.47,26.83,7.9,47.05,48.73,28.2,43.9,12.8,21.0,273202,2077,32.5,19,39,22,9,,,Satellite,Auto
2223,Rajkot,Gujarat,Industrial,2023-09-02,2023,9,Saturday,Monsoon,1286995,10,4.67,6.11,84.5,12.39,6.0,74.59,7.46,27.8,21.8,23.0,2.6,427870,853,23.3,4,47,31,12,,,Ground Sensor,Manual Entry
2224,Chennai,Tamil Nadu,Coastal,2022-12-21,2022,12,Wednesday,Winter,7088000,,,84.52,107.26,49.08,13.65,128.75,22.13,38.9,39.1,15.0,0,1899497,3664,28.8,20,485,196,119,,,Ground Sensor,Unverified
2225,Meerut,Uttar Pradesh,Industrial,2022-10-02,2022,10,Sunday,Post-Monsoon,1309023,73.7,26.6,54.85,31.7,91.73,2.7,86.82,6.07,33.3,50.3,9.2,8.1,417941,2173,11.7,7,63,38,10,,,Satellite,Unverified
2226,Jaipur,Rajasthan,Tourist,2022-03-15,2022,3,Tuesday,Summer,3046163,109.3,62.26,93.17,113.81,48.05,9.42,141.44,33.71,27.7,85.0,9.2,0,1033852,2285,10.1,19,237,110,69,,,Satellite,Auto
2227,Ludhiana,Punjab,Industrial,2023-02-09,2023,2,Thursday,Winter,1618879,256.5,111.19,132.93,122.91,87.44,8.82,39.07,45.87,35.2,82.0,17.5,0,378916,3104,31.5,12,196,83,37,,,State PCB,Unverified
2228,Bhopal,Madhya Pradesh,Administrative,2022-01-29,2022,1,Saturday,Winter,1795648,224.8,115.61,190.9,166.54,102.35,19.34,102.81,49.56,32.4,27.4,13.9,3.1,427992,2737,25.6,14,215,88,48,,,State PCB,Auto
2229,Ghaziabad,Uttar Pradesh,Industrial,2022-10-03,2022,10,Monday,Post-Monsoon,1636068,177.1,55.8,152.61,143.37,10.7,12.06,127.99,39.31,24.3,60.6,20.6,0,415398,2448,28.3,17,114,58,25,,,CPCB,Manual Entry
2230,Indore,Madhya Pradesh,Commercial,2022-08-28,2022,8,Sunday,Monsoon,1994397,106.2,39.06,67.2,25.85,15.67,8.7,96.68,2.83,28.3,92.1,20.0,4.0,684732,3334,32.2,17,43,22,11,,,CPCB,Unverified
2231,Indore,Madhya Pradesh,Commercial,2023-06-22,2023,6,Thursday,Monsoon,1994397,147.1,83.93,100.73,59.64,12.45,6.26,134.31,40.08,37.0,52.9,14.8,0,470105,1343,11.0,5,110,52,32,,,CPCB,Verified
2232,Kolkata,West Bengal,Urban,2023-04-02,2023,4,Sunday,Summer,4496694,58.4,23.16,36.93,94.92,43.01,14.47,82.39,19.05,36.0,65.6,9.4,0,1008481,6328,36.4,18,229,126,68,,,Ground Sensor,Auto
2233,Meerut,Uttar Pradesh,Industrial,2023-05-19,2023,5,Friday,Summer,1309023,27.4,14.05,14.25,13.2,19.17,5.12,117.66,42.59,26.1,65.8,20.8,10.0,360256,1095,9.8,13,15,8,4,,,CPCB,Unverified
2234,Agra,Uttar Pradesh,Tourist,2023-10-03,2023,10,Tuesday,Post-Monsoon,1585704,157.8,56.53,127.97,42.33,90.89,16.89,44.75,19.09,32.1,96.0,12.0,7.5,314899,3008,36.0,20,92,58,14,,,CPCB,Auto
2235,Rajkot,Gujarat,Industrial,2023-01-09,2023,1,Monday,Winter,1286995,,4.39,5.55,41.32,68.25,18.46,82.53,2.91,18.4,23.2,5.0,1.7,376675,2272,6.6,8,35,23,5,,,Ground Sensor,Auto
2236,Vadodara,Gujarat,Industrial,2023-03-01,2023,3,Wednesday,Summer,1670806,251.3,144.05,216.91,103.97,50.28,14.13,95.24,45.75,28.3,34.9,5.3,1.6,408628,2370,15.3,11,176,91,49,,,CPCB,Manual Entry
2237,Chennai,Tamil Nadu,Coastal,2022-02-13,2022,2,Sunday,Winter,7088000,229.3,80.25,186.04,40.99,42.1,10.03,21.92,6.02,31.9,53.8,12.0,0,1639044,12626,42.1,8,302,135,78,,,Satellite,Unverified
2238,Kolkata,West Bengal,Urban,2023-12-05,2023,12,Tuesday,Winter,4496694,184.5,74.38,162.55,89.02,107.77,20.41,135.79,8.21,31.7,64.3,11.5,4.3,1366096,4836,22.6,14,432,243,91,,,Ground Sensor,Unverified
2239,Indore,Madhya Pradesh,Commercial,2023-03-28,2023,3,Tuesday,Summer,1994397,56.9,25.76,34.71,14.21,21.07,15.3,143.84,46.01,30.5,38.7,23.4,0,379646,2136,43.2,23,40,19,9,,,Ground Sensor,Verified
2240,Patna,Bihar,Administrative,2023-12-13,2023,12,Wednesday,Winter,1684222,308.6,119.46,274.92,135.45,71.5,12.17,119.23,24.53,32.8,92.0,7.4,7.0,474101,3151,5.5,4,223,150,36,,,Ground Sensor,Unverified
2241,Jodhpur,Rajasthan,Tourist,2022-04-30,2022,4,Saturday,Summer,1137815,216.0,128.36,171.32,35.61,58.25,1.68,90.2,34.26,27.5,100,15.9,1.5,304462,1634,43.9,11,76,45,13,,,Satellite,Manual Entry
2242,Varanasi,Uttar Pradesh,Tourist,2023-12-12,2023,12,Tuesday,Winter,1198491,206.2,83.5,182.93,132.38,102.78,19.93,77.68,45.77,24.1,23.2,9.3,7.9,382074,1909,5.9,15,115,74,25,,,Ground Sensor,Manual Entry
2243,Bangalore,Karnataka,IT Hub,2022-01-06,2022,1,Thursday,Winter,8443675,150.6,55.06,101.15,163.94,98.2,4.58,68.86,41.29,,97.3,24.1,0,2886507,15772,27.5,22,822,456,218,,,CPCB,Unverified
2244,Chennai,Tamil Nadu,Coastal,2022-06-15,2022,6,Wednesday,Monsoon,7088000,43.5,24.76,25.52,73.34,57.97,8.94,34.51,22.28,32.4,65.6,15.0,0,2130617,11581,21.8,19,360,209,64,,,Satellite,Unverified
2245,Bhopal,Madhya Pradesh,Administrative,2023-11-20,2023,11,Monday,Winter,1795648,221.1,124.93,154.79,18.32,100.93,18.3,66.13,35.16,37.1,74.7,13.7,3.0,344452,1319,41.6,15,160,69,30,,,Ground Sensor,Auto
2246,Visakhapatnam,Andhra Pradesh,Coastal,2022-07-31,2022,7,Sunday,Monsoon,1728128,146.3,45.04,130.04,47.94,37.32,3.27,99.95,11.59,35.4,59.1,13.4,20.1,572683,2250,31.1,25,82,45,16,,,Ground Sensor,Auto
2247,Coimbatore,Tamil Nadu,Industrial,2023-09-22,2023,9,Friday,Monsoon,1061447,166.3,77.67,137.26,13.13,12.38,5.91,147.52,49.6,11.5,59.9,6.4,8.3,354653,948,32.3,23,39,20,7,,,State PCB,Manual Entry
2248,Delhi,Delhi,Urban,2022-04-12,2022,4,Tuesday,Summer,16787941,89.9,28.24,61.57,115.61,50.78,11.84,146.7,31.24,36.2,94.3,17.2,0,5101354,26193,14.9,25,776,522,155,,,State PCB,Unverified
2249,Bhopal,Madhya Pradesh,Administrative,2022-06-22,2022,6,Wednesday,Monsoon,1795648,38.2,19.24,27.84,37.67,21.46,0.5,108.52,23.19,39.8,55.6,14.9,4.9,618333,1297,12.7,3,46,24,10,,,Satellite,Verified
2250,Patna,Bihar,Administrative,2022-07-26,2022,7,Tuesday,Monsoon,1684222,141.1,65.33,93.16,22.43,46.21,7.13,58.86,30.84,14.1,41.4,16.0,7.5,509381,1271,26.3,9,90,39,18,,,Satellite,Manual Entry
2251,Lucknow,Uttar Pradesh,Administrative,2022-09-14,2022,9,Wednesday,Monsoon,2815601,162.3,77.66,140.4,57.94,25.26,0.59,127.74,37.63,30.0,56.7,17.0,16.8,592775,1943,33.4,7,137,68,28,,,State PCB,Manual Entry
2252,Jodhpur,Rajasthan,Tourist,2022-03-07,2022,3,Monday,Summer,1137815,137.2,44.55,95.38,47.31,82.93,8.7,72.8,21.36,28.5,84.9,19.2,2.4,280565,625,14.2,24,44,30,12,,,Ground Sensor,Manual Entry
2253,Agra,Uttar Pradesh,Tourist,2022-07-16,2022,7,Saturday,Monsoon,1585704,118.9,68.79,62.54,87.4,34.19,9.34,62.46,10.85,30.3,39.4,4.0,4.9,547842,1040,33.5,22,85,42,19,,,Satellite,Manual Entry
2254,Pune,Maharashtra,Industrial,2023-04-30,2023,4,Sunday,Summer,3124458,234.6,111.94,179.86,131.31,82.48,13.93,75.36,21.54,20.6,39.0,10.6,2.6,854106,5081,33.2,9,331,176,81,,,CPCB,Auto
2255,Meerut,Uttar Pradesh,Industrial,2023-04-09,2023,4,Sunday,Summer,1309023,245.8,95.39,168.3,119.34,81.7,7.92,71.59,26.52,27.5,48.1,7.8,0,384686,1267,42.8,10,141,92,27,,,Ground Sensor,Manual Entry
2256,Lucknow,Uttar Pradesh,Administrative,2022-03-26,2022,3,Saturday,Summer,2815601,224.9,133.21,118.84,110.75,40.63,2.95,79.01,45.76,34.7,52.2,17.5,0,693359,5157,37.9,7,296,166,68,,,State PCB,Verified
2257,Delhi,Delhi,Urban,2023-07-26,2023,7,Wednesday,Monsoon,16787941,78.5,42.76,52.49,70.34,19.36,8.13,73.18,20.59,35.2,48.9,4.2,0,3480336,20603,25.8,10,681,440,123,,,CPCB,Manual Entry
2258,Coimbatore,Tamil Nadu,Industrial,2022-09-12,2022,9,Monday,Monsoon,1061447,,42.92,55.73,31.06,22.01,6.66,41.4,40.26,32.8,57.0,26.1,6.8,262122,1222,32.9,5,29,15,6,,,CPCB,Verified
2259,Bangalore,Karnataka,IT Hub,2023-07-04,2023,7,Tuesday,Monsoon,8443675,98.1,30.0,84.19,69.17,26.2,9.61,80.64,1.64,27.9,52.4,1.0,8.7,2416924,13140,43.1,25,399,206,118,,,Ground Sensor,Manual Entry
2260,Mumbai,Maharashtra,Industrial,2022-06-01,2022,6,Wednesday,Monsoon,12478447,63.6,35.53,47.26,31.84,46.75,4.23,118.54,8.55,32.0,35.9,9.4,12.7,2676248,12372,7.9,21,451,301,133,,,Ground Sensor,Auto
2261,Srinagar,Jammu & Kashmir,Tourist,2022-04-30,2022,4,Saturday,Summer,1180570,107.5,51.79,87.56,36.72,7.55,13.63,26.3,37.81,32.6,64.5,10.8,0,394447,1136,41.4,11,31,14,9,,,Ground Sensor,Manual Entry
2262,Mumbai,Maharashtra,Industrial,2023-04-12,2023,4,Wednesday,Summer,12478447,181.2,84.13,152.67,35.47,82.11,15.87,48.94,42.98,31.5,48.6,7.2,0,2464737,15411,30.5,17,633,258,166,,,Satellite,Verified
2263,Nagpur,Maharashtra,Commercial,2022-10-14,2022,10,Friday,Post-Monsoon,2405665,56.0,28.49,39.85,88.26,22.83,17.16,99.24,23.24,23.1,69.1,9.2,0,593793,1777,36.1,16,108,65,31,,,Satellite,Manual Entry
2264,Srinagar,Jammu & Kashmir,Tourist,2022-12-31,2022,12,Saturday,Winter,1180570,115.1,57.15,102.79,24.48,13.97,12.88,124.34,40.64,27.1,90.0,10.8,0,277042,2157,8.4,21,37,18,10,,,Satellite,Auto
2265,Delhi,Delhi,Urban,2022-12-11,2022,12,Sunday,Winter,16787941,209.8,81.2,126.41,118.41,68.68,2.73,60.7,38.76,17.2,69.8,13.4,0,4578027,20388,30.4,3,1531,645,421,,,State PCB,Verified
2266,Bangalore,Karnataka,IT Hub,2022-04-12,2022,4,Tuesday,Summer,8443675,111.5,60.34,56.0,45.64,50.16,10.26,65.98,4.96,35.8,45.4,7.1,0,1771489,12805,20.4,7,390,206,99,,,CPCB,Manual Entry
2267,Faridabad,Haryana,Industrial,2022-09-30,2022,9,Friday,Monsoon,1394000,93.7,30.59,59.86,78.62,31.76,6.91,38.66,11.61,31.5,79.4,5.6,5.7,361264,716,10.7,10,58,35,14,,,State PCB,Manual Entry
2268,Chennai,Tamil Nadu,Coastal,2023-04-19,2023,4,Wednesday,Summer,7088000,28.1,15.82,21.2,17.58,43.83,0.92,59.8,10.57,47.5,62.2,6.8,3.8,1575465,5352,34.2,9,140,78,30,,,State PCB,Auto
2269,Ludhiana,Punjab,Industrial,2022-06-15,2022,6,Wednesday,Monsoon,1618879,122.4,52.37,99.64,32.59,15.61,2.94,117.05,37.27,22.6,71.5,9.3,16.6,552539,1432,15.0,4,57,38,16,,,Satellite,Manual Entry
2270,Jodhpur,Rajasthan,Tourist,2022-03-29,2022,3,Tuesday,Summer,1137815,143.8,66.52,111.91,18.47,53.75,2.23,25.67,45.19,27.4,56.3,12.1,0,211741,1871,40.8,10,53,22,12,,,CPCB,Auto
2271,Rajkot,Gujarat,Industrial,2022-01-21,2022,1,Friday,Winter,1286995,270.9,120.36,239.16,91.59,77.03,8.66,62.56,33.86,31.3,70.4,16.6,3.5,345991,1546,16.7,7,115,60,30,,,Ground Sensor,Auto
2272,Surat,Gujarat,Industrial,2022-01-24,2022,1,Monday,Winter,4467797,114.8,37.41,67.04,137.77,20.7,8.98,77.36,30.88,31.3,69.8,13.5,0,1096908,6342,9.1,11,336,152,76,,,Ground Sensor,Verified
2273,Rajkot,Gujarat,Industrial,2022-10-22,2022,10,Saturday,Post-Monsoon,1286995,161.8,92.96,95.27,53.99,85.31,8.42,48.65,9.66,29.5,85.3,14.5,0,278292,926,30.6,9,82,34,18,,,Ground Sensor,Unverified
2274,Meerut,Uttar Pradesh,Industrial,2022-11-01,2022,11,Tuesday,Winter,1309023,168.8,96.87,150.76,114.13,29.86,18.43,113.22,22.29,35.4,57.2,19.7,7.5,331559,1353,43.7,22,130,76,27,,,CPCB,Manual Entry
2275,Varanasi,Uttar Pradesh,Tourist,2023-10-15,2023,10,Sunday,Post-Monsoon,1198491,218.7,79.97,111.83,44.32,50.25,9.48,61.69,26.85,20.9,72.6,14.9,1.9,346609,1745,13.0,20,57,32,15,,,CPCB,Verified
2276,Indore,Madhya Pradesh,Commercial,2022-11-17,2022,11,Thursday,Winter,1994397,64.8,19.91,42.69,29.27,82.24,19.94,65.9,40.36,45.8,72.4,14.9,0,400566,2556,9.2,14,79,45,16,,,CPCB,Verified
2277,Bhopal,Madhya Pradesh,Administrative,2022-03-15,2022,3,Tuesday,Summer,1795648,136.5,46.1,93.14,11.95,12.03,3.52,73.9,11.48,19.5,85.0,18.8,5.0,380030,1949,8.9,22,43,28,6,,,Ground Sensor,Auto
2278,Agra,Uttar Pradesh,Tourist,2022-01-11,2022,1,Tuesday,Winter,1585704,318.5,128.35,190.69,131.63,96.71,18.49,122.34,36.99,29.7,33.1,19.1,0,307952,2539,33.3,4,200,119,35,,,Ground Sensor,Unverified
2279,Bangalore,Karnataka,IT Hub,2022-12-15,2022,12,Thursday,Winter,8443675,251.9,138.41,138.06,41.87,92.23,17.08,46.37,15.67,25.6,34.3,5.4,0,2543070,16319,10.5,5,657,454,106,,,Satellite,Auto
2280,Pune,Maharashtra,Industrial,2022-03-10,2022,3,Thursday,Summer,3124458,102.5,55.03,72.75,57.74,78.78,7.81,22.1,4.26,18.4,54.2,15.3,0,924959,2972,9.3,6,163,95,27,,,Satellite,Auto
2281,Mumbai,Maharashtra,Industrial,2023-08-15,2023,8,Tuesday,Monsoon,12478447,73.8,40.38,43.89,61.23,48.82,10.51,56.18,1.31,25.5,76.5,8.3,5.1,3624488,21889,12.7,20,548,240,130,,,State PCB,Verified
2282,Lucknow,Uttar Pradesh,Administrative,2022-12-08,2022,12,Thursday,Winter,2815601,93.6,53.47,82.08,130.07,36.55,13.9,121.23,41.7,30.9,23.8,5.1,2.8,626567,5142,17.1,8,216,119,43,,,Ground Sensor,Auto
2283,Nagpur,Maharashtra,Commercial,2023-12-04,2023,12,Monday,Winter,2405665,216.5,128.85,144.95,80.8,57.91,7.52,78.33,10.41,,54.6,1.1,0.9,796520,1646,16.9,7,252,103,54,,,CPCB,Unverified
2284,Mumbai,Maharashtra,Industrial,2023-03-02,2023,3,Thursday,Summer,12478447,191.1,69.28,116.69,35.19,65.41,2.19,108.78,26.42,32.3,78.8,11.2,0,2817977,21424,15.3,17,660,311,119,,,Satellite,Auto
2285,Visakhapatnam,Andhra Pradesh,Coastal,2023-09-26,2023,9,Tuesday,Monsoon,1728128,174.6,86.46,139.58,81.87,13.08,10.14,130.33,43.54,24.8,60.8,13.4,14.2,585487,1542,25.7,18,106,60,18,,,State PCB,Auto
2286,Jodhpur,Rajasthan,Tourist,2022-01-10,2022,1,Monday,Winter,1137815,169.0,67.92,144.11,149.49,81.79,15.48,38.25,9.94,38.5,75.0,9.5,0,344777,645,31.5,11,117,47,20,,,CPCB,Unverified
2287,Ahmedabad,Gujarat,Industrial,2023-11-26,2023,11,Sunday,Winter,5570585,223.1,81.05,138.5,155.58,95.56,7.99,24.27,3.66,19.9,84.2,17.1,0,1384269,6257,18.6,15,514,322,108,,,Satellite,Verified
2288,Agra,Uttar Pradesh,Tourist,2023-08-14,2023,8,Monday,Monsoon,1585704,124.8,55.39,97.07,33.99,42.78,9.51,112.27,44.91,26.1,76.8,8.0,25.9,446217,1977,39.9,7,58,38,13,,,CPCB,Auto
2289,Kolkata,West Bengal,Urban,2023-02-12,2023,2,Sunday,Winter,4496694,256.1,95.55,158.7,136.11,92.1,12.95,32.66,13.72,25.5,78.2,16.7,0,1158222,7348,7.8,24,499,238,117,,,Satellite,Verified
2290,Ranchi,Jharkhand,Industrial,2023-03-15,2023,3,Wednesday,Summer,1073440,246.2,101.26,149.69,70.78,34.65,16.14,140.67,21.78,22.2,27.0,8.8,0,355859,1274,14.9,14,88,44,15,,,State PCB,Unverified
2291,Lucknow,Uttar Pradesh,Administrative,2023-11-14,2023,11,Tuesday,Winter,2815601,117.0,46.69,74.13,95.91,23.26,20.04,47.78,3.58,23.1,67.4,7.5,0,711146,3132,8.4,11,171,87,45,,,State PCB,Unverified
2292,Ludhiana,Punjab,Industrial,2022-11-02,2022,11,Wednesday,Winter,1618879,223.0,84.18,139.37,88.81,67.9,8.5,115.16,39.01,23.5,59.3,6.5,0,319172,1504,35.1,23,131,88,38,,,State PCB,Verified
2293,Visakhapatnam,Andhra Pradesh,Coastal,2022-08-19,2022,8,Friday,Monsoon,1728128,155.4,79.36,120.53,49.96,28.93,3.25,127.38,39.15,34.6,10,17.7,21.8,369645,872,29.7,11,75,31,12,,,State PCB,Auto
2294,Ludhiana,Punjab,Industrial,2023-09-10,2023,9,Sunday,Monsoon,1618879,17.9,8.07,15.8,14.27,43.97,5.45,27.39,6.58,29.4,85.8,9.8,0,516623,1661,39.2,21,24,13,5,,,Satellite,Verified
2295,Ranchi,Jharkhand,Industrial,2022-05-06,2022,5,Friday,Summer,1073440,186.0,77.59,116.18,28.17,42.12,1.0,66.52,49.29,24.6,72.4,5.7,0,339562,1447,27.4,4,61,28,13,,,Satellite,Auto
2296,Varanasi,Uttar Pradesh,Tourist,2022-10-10,2022,10,Monday,Post-Monsoon,1198491,267.6,98.23,143.13,86.78,16.49,1.11,103.98,29.54,31.5,78.3,13.5,0,391416,870,28.0,23,91,43,22,,,State PCB,Auto
2297,Ludhiana,Punjab,Industrial,2022-08-22,2022,8,Monday,Monsoon,1618879,127.6,57.88,64.21,43.37,28.63,0.95,140.7,38.93,32.3,58.5,6.4,0,559058,1591,11.0,23,76,49,15,,,State PCB,Manual Entry
2298,Coimbatore,Tamil Nadu,Industrial,2023-05-28,2023,5,Sunday,Summer,1061447,67.5,25.93,48.15,121.18,38.37,10.49,30.23,36.18,9.9,85.4,20.8,0,242028,2108,6.4,22,48,22,11,,,State PCB,Auto
2299,Delhi,Delhi,Urban,2023-12-24,2023,12,Sunday,Winter,16787941,115.1,42.33,63.97,55.64,108.19,4.96,31.59,13.04,33.6,83.2,9.9,4.4,5040770,20211,25.3,18,1157,612,318,,,Satellite,Auto
2300,Delhi,Delhi,Urban,2022-02-23,2022,2,Wednesday,Winter,16787941,124.0,58.35,74.64,32.15,46.41,13.08,86.88,49.21,32.2,21.0,7.8,0,3147812,19338,21.5,17,717,359,206,,,Satellite,Unverified
2301,Amritsar,Punjab,Tourist,2022-05-21,2022,5,Saturday,Summer,1132761,119.8,48.03,70.24,36.31,24.22,6.78,29.86,30.98,36.2,50.4,10.8,0.7,308222,2144,33.9,23,46,31,11,,,Satellite,Unverified
2302,Ranchi,Jharkhand,Industrial,2022-07-13,2022,7,Wednesday,Monsoon,1073440,66.6,37.25,47.53,44.58,33.25,7.71,78.77,23.9,21.3,54.6,12.9,2.9,245208,1186,21.6,12,32,14,6,,,Satellite,Auto
2303,Nagpur,Maharashtra,Commercial,2022-08-15,2022,8,Monday,Monsoon,2405665,72.4,26.27,41.84,65.75,41.29,1.61,139.14,8.01,15.6,54.1,9.2,18.4,803256,4696,35.0,21,82,34,18,,,State PCB,Verified
2304,Lucknow,Uttar Pradesh,Administrative,2023-10-21,2023,10,Saturday,Post-Monsoon,2815601,273.2,125.98,198.1,106.57,25.34,13.18,139.01,5.53,28.8,78.0,3.2,3.0,895403,4552,18.9,3,,169,73,,,State PCB,Unverified
2305,Agra,Uttar Pradesh,Tourist,2022-06-08,2022,6,Wednesday,Monsoon,1585704,109.3,39.65,55.28,31.08,53.44,9.97,112.75,33.44,26.1,64.9,10.8,2.3,365408,2311,11.2,7,71,30,13,,,Ground Sensor,Auto
2306,Amritsar,Punjab,Tourist,2022-11-16,2022,11,Wednesday,Winter,1132761,96.1,46.78,69.01,36.76,52.43,5.25,51.02,1.68,40.1,63.7,19.2,0,363844,2125,12.9,25,53,33,14,,,Satellite,Verified
2307,Lucknow,Uttar Pradesh,Administrative,2023-05-26,2023,5,Friday,Summer,2815601,131.8,50.95,85.13,120.16,12.7,11.23,61.54,6.28,,66.0,13.5,0,795136,4201,12.4,10,145,99,39,,,Ground Sensor,Manual Entry
2308,Rajkot,Gujarat,Industrial,2023-11-24,2023,11,Friday,Winter,1286995,296.9,135.64,217.47,113.21,22.45,2.0,123.29,49.79,14.8,47.0,6.9,0,336848,1086,39.0,18,138,61,39,,,Ground Sensor,Unverified
2309,Faridabad,Haryana,Industrial,2022-02-05,2022,2,Saturday,Winter,1394000,318.3,125.0,174.89,92.38,63.28,6.93,142.23,13.27,37.1,47.7,17.9,4.5,322034,2385,25.0,7,132,74,29,,,State PCB,Unverified
2310,Chennai,Tamil Nadu,Coastal,2022-02-26,2022,2,Saturday,Winter,7088000,261.6,125.78,169.92,154.57,69.7,2.6,57.98,12.76,16.6,41.1,10.9,0,2427496,13850,11.1,12,980,400,256,,,CPCB,Manual Entry
2311,Agra,Uttar Pradesh,Tourist,2023-12-05,2023,12,Tuesday,Winter,1585704,153.9,88.48,123.86,79.26,65.84,6.42,28.61,27.86,30.4,66.0,5.5,0,430993,1780,22.5,8,131,88,32,,,Ground Sensor,Unverified
2312,Amritsar,Punjab,Tourist,2022-01-21,2022,1,Friday,Winter,1132761,229.8,89.7,185.5,89.83,90.27,11.79,31.45,47.51,21.7,21.0,-3.1,3.5,305401,2176,6.9,14,89,51,15,,,State PCB,Manual Entry
2313,Jodhpur,Rajasthan,Tourist,2022-05-02,2022,5,Monday,Summer,1137815,128.2,69.01,90.01,14.16,8.97,10.26,74.15,2.21,32.2,46.2,16.7,8.6,302679,1666,24.0,3,41,20,12,,,State PCB,Verified
2314,Ludhiana,Punjab,Industrial,2022-10-17,2022,10,Monday,Post-Monsoon,1618879,175.1,77.72,146.39,129.44,80.59,10.32,126.85,17.24,32.0,70.2,17.1,6.7,531562,1527,31.1,8,127,76,25,,,CPCB,Verified
2315,Pune,Maharashtra,Industrial,2023-05-07,2023,5,Sunday,Summer,3124458,142.9,48.95,118.61,49.44,17.0,5.82,131.63,2.15,26.6,67.9,16.6,7.3,978801,3780,37.7,9,97,53,27,,,Ground Sensor,Verified
2316,Jaipur,Rajasthan,Tourist,2022-04-09,2022,4,Saturday,Summer,3046163,197.9,81.94,123.59,52.34,28.57,13.45,59.57,45.59,25.5,31.8,8.6,1.0,707493,3103,30.0,10,158,97,39,,,State PCB,Verified
2317,Jaipur,Rajasthan,Tourist,2022-01-17,2022,1,Monday,Winter,3046163,214.6,107.3,179.65,122.1,64.49,2.35,35.38,33.47,44.1,74.6,11.6,9.1,613263,2217,35.0,22,359,201,55,,,CPCB,Manual Entry
2318,Ludhiana,Punjab,Industrial,2022-09-03,2022,9,Saturday,Monsoon,1618879,,,57.37,25.13,13.66,11.13,99.94,11.03,15.1,53.8,15.4,0,504888,1637,5.4,20,50,32,14,,,State PCB,Manual Entry
2319,Ludhiana,Punjab,Industrial,2023-05-23,2023,5,Tuesday,Summer,1618879,780.9,108.68,178.87,65.44,35.99,3.94,43.94,39.12,24.6,56.7,17.2,0,533156,2252,9.6,11,105,45,18,,,State PCB,Manual Entry
2320,Mumbai,Maharashtra,Industrial,2022-01-06,2022,1,Thursday,Winter,12478447,148.6,64.64,100.75,25.62,79.18,9.25,27.79,37.06,14.6,46.4,12.5,2.9,4215352,21309,13.1,6,588,342,138,,,State PCB,Unverified
2321,Ranchi,Jharkhand,Industrial,2023-09-24,2023,9,Sunday,Monsoon,1073440,116.0,45.97,62.75,88.52,11.13,11.08,127.25,19.41,12.4,73.3,1.5,35.7,357022,1568,24.8,25,41,18,9,,,CPCB,Unverified
2322,Surat,Gujarat,Industrial,2022-02-09,2022,2,Wednesday,Winter,4467797,425.5,209.22,244.24,100.34,107.08,6.13,146.9,27.0,5.5,63.2,2.7,1.5,1352966,8062,42.5,4,759,382,185,,,State PCB,Auto
2323,Lucknow,Uttar Pradesh,Administrative,2022-07-05,2022,7,Tuesday,Monsoon,2815601,124.4,42.51,88.66,49.62,7.84,8.23,142.2,35.76,32.3,76.5,7.1,0,738915,4032,12.9,24,104,67,27,,,State PCB,Verified
2324,Kanpur,Uttar Pradesh,Industrial,2023-01-13,2023,1,Friday,Winter,2920496,38.4,21.05,32.01,137.32,84.78,10.15,122.74,40.83,31.5,50.4,11.9,0.4,634477,4191,41.7,7,209,106,49,,,Ground Sensor,Manual Entry
2325,Lucknow,Uttar Pradesh,Administrative,2022-08-14,2022,8,Sunday,Monsoon,2815601,100.8,59.02,54.89,29.21,55.79,1.93,22.74,49.04,37.3,69.0,12.9,4.3,797457,1704,44.0,17,137,55,27,,,Ground Sensor,Unverified
2326,Chennai,Tamil Nadu,Coastal,2023-03-03,2023,3,Friday,Summer,7088000,136.2,77.88,81.84,47.98,66.24,5.14,142.08,17.35,26.0,74.8,12.2,0,2447613,13032,27.2,19,337,186,95,,,CPCB,Auto
2327,Chennai,Tamil Nadu,Coastal,2022-08-27,2022,8,Saturday,Monsoon,7088000,154.3,73.19,97.33,50.02,51.93,0.69,49.35,41.68,24.2,74.3,17.4,1.2,1689415,5059,13.6,23,369,237,100,,,Ground Sensor,Unverified
